Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date	Confirmed_daily	Deaths_daily	Tests	Tests_per_capita	Confirmed_change	Deaths_change
France	6	0	0	NA	9e-8	0	30	12	7.5	4.5e-7	1.8e-7	1.125e-7	2020-02-02	0	0	NA	NA	NA	NA
United Kingdom	0	0	0	NA	0	0	0	0	0	0	0	0	2020-02-02	0	0	NA	NA	NA	NA
Sweden	1	0	0	NA	1e-7	0	5	2	1.25	5e-7	2e-7	1.25e-7	2020-02-02	0	0	NA	NA	NA	NA
Germany	10	0	0	NA	1.2e-7	0	50	20	12.5	6e-7	2.4e-7	1.5e-7	2020-02-02	2	0	NA	NA	NA	NA
Russia	2	0	0	NA	1e-8	0	10	4	2.5	5e-8	2e-8	1.25e-8	2020-02-02	0	0	NA	NA	NA	NA
Spain	1	0	0	NA	2e-8	0	5	2	1.25	1e-7	4e-8	2.5e-8	2020-02-02	0	0	NA	NA	NA	NA
Canada	4	0	0	NA	1.1e-7	0	20	8	5	5.5e-7	2.2e-7	1.375e-7	2020-02-02	0	0	NA	NA	NA	NA
United States of America	5	0	0	NA	2e-8	0	25	10	6.25	1e-7	4e-8	2.5e-8	2020-02-02	0	0	NA	NA	NA	NA
Australia	6	0	2	NA	2.4e-7	0	30	12	7.5	1.2e-6	4.8e-7	3e-7	2020-02-02	0	0	NA	NA	NA	NA
Singapore	18	0	0	NA	3.19e-6	0	90	36	22.5	1.595e-5	6.38e-6	3.9875e-6	2020-02-02	2	0	NA	NA	NA	NA
United Arab Emirates	5	0	0	NA	5.2e-7	0	25	10	6.25	2.6e-6	1.04e-6	6.5e-7	2020-02-02	1	0	NA	NA	NA	NA
Philippines	2	1	0	NA	2e-8	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	2020-02-02	1	1	NA	NA	NA	NA
Nepal	1	0	0	NA	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	2020-02-02	0	0	NA	NA	NA	NA
India	2	0	0	NA	0	0	10	4	2.5	0	0	0	2020-02-02	1	0	NA	NA	NA	NA
Cambodia	1	0	0	NA	6e-8	0	5	2	1.25	3e-7	1.2e-7	7.5e-8	2020-02-02	0	0	NA	NA	NA	NA
Malaysia	8	0	0	NA	2.5e-7	0	40	16	10	1.25e-6	5e-7	3.125e-7	2020-02-02	0	0	NA	NA	NA	NA
Vietnam	6	0	1	NA	6e-8	0	30	12	7.5	3e-7	1.2e-7	7.5e-8	2020-02-02	0	0	NA	NA	NA	NA
China	13807	353	375	NA	9.91e-6	2.5e-7	117666.666667	54307.6923077	35300	8.33333333333e-5	3.84615384615e-5	2.5e-5	2020-02-02	4387	98	NA	NA	NA	NA
Thailand	19	0	5	NA	2.7e-7	0	95	38	23.75	1.35e-6	5.4e-7	3.375e-7	2020-02-02	0	0	NA	NA	NA	NA
Sri Lanka	1	0	0	NA	5e-8	0	5	2	1.25	2.5e-7	1e-7	6.25e-8	2020-02-02	0	0	NA	NA	NA	NA
Japan	20	0	1	NA	1.6e-7	0	100	40	25	8e-7	3.2e-7	2e-7	2020-02-02	0	0	NA	NA	NA	NA
South Korea	15	0	0	NA	2.9e-7	0	75	30	18.75	1.45e-6	5.8e-7	3.625e-7	2020-02-02	3	0	NA	NA	NA	NA
Taiwan	10	0	0	NA	4.2e-7	0	50	20	12.5	2.1e-6	8.4e-7	5.25e-7	2020-02-02	0	0	NA	NA	NA	NA
Italy	2	0	0	NA	3e-8	0	10	4	2.5	1.5e-7	6e-8	3.75e-8	2020-02-03	0	0	NA	NA	NA	NA
Finland	1	0	0	NA	1.8e-7	0	5	2	1.25	9e-7	3.6e-7	2.25e-7	2020-02-03	0	0	NA	NA	NA	NA
France	6	0	0	NA	9e-8	0	30	12	7.5	4.5e-7	1.8e-7	1.125e-7	2020-02-03	0	0	NA	NA	NA	NA
United Kingdom	0	0	0	NA	0	0	0	0	0	0	0	0	2020-02-03	0	0	NA	NA	NA	NA
Sweden	1	0	0	NA	1e-7	0	5	2	1.25	5e-7	2e-7	1.25e-7	2020-02-03	0	0	NA	NA	NA	NA
Germany	12	0	0	NA	1.4e-7	0	60	24	15	7e-7	2.8e-7	1.75e-7	2020-02-03	2	0	NA	NA	NA	NA
Russia	2	0	0	NA	1e-8	0	10	4	2.5	5e-8	2e-8	1.25e-8	2020-02-03	0	0	NA	NA	NA	NA
Spain	1	0	0	NA	2e-8	0	5	2	1.25	1e-7	4e-8	2.5e-8	2020-02-03	0	0	NA	NA	NA	NA
Canada	4	0	0	NA	1.1e-7	0	20	8	5	5.5e-7	2.2e-7	1.375e-7	2020-02-03	0	0	NA	NA	NA	NA
United States of America	7	0	0	NA	2e-8	0	35	14	8.75	1e-7	4e-8	2.5e-8	2020-02-03	2	0	NA	NA	NA	NA
Australia	6	0	2	NA	2.4e-7	0	30	12	7.5	1.2e-6	4.8e-7	3e-7	2020-02-03	0	0	NA	NA	NA	NA
Singapore	18	0	0	NA	3.19e-6	0	90	36	22.5	1.595e-5	6.38e-6	3.9875e-6	2020-02-03	0	0	NA	NA	NA	NA
United Arab Emirates	5	0	0	NA	5.2e-7	0	25	10	6.25	2.6e-6	1.04e-6	6.5e-7	2020-02-03	0	0	NA	NA	NA	NA
Philippines	2	1	0	NA	2e-8	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	2020-02-03	0	0	NA	NA	NA	NA
Nepal	1	0	0	NA	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	2020-02-03	0	0	NA	NA	NA	NA
India	3	0	0	NA	0	0	15	6	3.75	0	0	0	2020-02-03	1	0	NA	NA	NA	NA
Cambodia	1	0	0	NA	6e-8	0	5	2	1.25	3e-7	1.2e-7	7.5e-8	2020-02-03	0	0	NA	NA	NA	NA
Malaysia	8	0	0	NA	2.5e-7	0	40	16	10	1.25e-6	5e-7	3.125e-7	2020-02-03	0	0	NA	NA	NA	NA
Vietnam	8	0	1	NA	8e-8	0	40	16	10	4e-7	1.6e-7	1e-7	2020-02-03	2	0	NA	NA	NA	NA
China	16520	419	512	NA	1.186e-5	3e-7	139666.666667	64461.5384615	41900	1e-4	4.61538461538e-5	3e-5	2020-02-03	2713	66	NA	NA	NA	NA
Thailand	19	0	5	NA	2.7e-7	0	95	38	23.75	1.35e-6	5.4e-7	3.375e-7	2020-02-03	0	0	NA	NA	NA	NA
Sri Lanka	1	0	0	NA	5e-8	0	5	2	1.25	2.5e-7	1e-7	6.25e-8	2020-02-03	0	0	NA	NA	NA	NA
Japan	20	0	1	NA	1.6e-7	0	100	40	25	8e-7	3.2e-7	2e-7	2020-02-03	0	0	NA	NA	NA	NA
South Korea	15	0	0	NA	2.9e-7	0	75	30	18.75	1.45e-6	5.8e-7	3.625e-7	2020-02-03	0	0	NA	NA	NA	NA
Taiwan	10	0	0	NA	4.2e-7	0	50	20	12.5	2.1e-6	8.4e-7	5.25e-7	2020-02-03	0	0	NA	NA	NA	NA
Italy	2	0	0	NA	3e-8	0	10	4	2.5	1.5e-7	6e-8	3.75e-8	2020-02-04	0	0	NA	NA	NA	NA
Finland	1	0	0	NA	1.8e-7	0	5	2	1.25	9e-7	3.6e-7	2.25e-7	2020-02-04	0	0	NA	NA	NA	NA
France	6	0	0	NA	9e-8	0	30	12	7.5	4.5e-7	1.8e-7	1.125e-7	2020-02-04	0	0	NA	NA	NA	NA
United Kingdom	0	0	0	NA	0	0	0	0	0	0	0	0	2020-02-04	0	0	NA	NA	NA	NA
Sweden	1	0	0	NA	1e-7	0	5	2	1.25	5e-7	2e-7	1.25e-7	2020-02-04	0	0	NA	NA	NA	NA
Germany	12	0	0	NA	1.4e-7	0	60	24	15	7e-7	2.8e-7	1.75e-7	2020-02-04	0	0	NA	NA	NA	NA
Belgium	1	0	0	NA	9e-8	0	5	2	1.25	4.5e-7	1.8e-7	1.125e-7	2020-02-04	NA	NA	NA	NA	NA	NA
Russia	2	0	0	NA	1e-8	0	10	4	2.5	5e-8	2e-8	1.25e-8	2020-02-04	0	0	NA	NA	NA	NA
Spain	1	0	0	NA	2e-8	0	5	2	1.25	1e-7	4e-8	2.5e-8	2020-02-04	0	0	NA	NA	NA	NA
Canada	3	0	0	NA	8e-8	0	15	6	3.75	4e-7	1.6e-7	1e-7	2020-02-04	0	0	NA	NA	NA	NA
United States of America	7	0	0	NA	2e-8	0	35	14	8.75	1e-7	4e-8	2.5e-8	2020-02-04	0	0	NA	NA	NA	NA
Australia	9	0	2	NA	3.6e-7	0	45	18	11.25	1.8e-6	7.2e-7	4.5e-7	2020-02-04	3	0	NA	NA	NA	NA
Singapore	24	0	0	NA	4.26e-6	0	120	48	30	2.13e-5	8.52e-6	5.325e-6	2020-02-04	6	0	NA	NA	NA	NA
United Arab Emirates	5	0	0	NA	5.2e-7	0	25	10	6.25	2.6e-6	1.04e-6	6.5e-7	2020-02-04	0	0	NA	NA	NA	NA
Philippines	2	1	0	NA	2e-8	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	2020-02-04	0	0	NA	NA	NA	NA
Nepal	1	0	0	NA	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	2020-02-04	0	0	NA	NA	NA	NA
India	3	0	0	NA	0	0	15	6	3.75	0	0	0	2020-02-04	0	0	NA	NA	NA	NA
Cambodia	1	0	0	NA	6e-8	0	5	2	1.25	3e-7	1.2e-7	7.5e-8	2020-02-04	0	0	NA	NA	NA	NA
Malaysia	10	0	0	NA	3.2e-7	0	50	20	12.5	1.6e-6	6.4e-7	4e-7	2020-02-04	2	0	NA	NA	NA	NA
Vietnam	8	0	1	NA	8e-8	0	40	16	10	4e-7	1.6e-7	1e-7	2020-02-04	0	0	NA	NA	NA	NA
China	20090	483	668	NA	1.442e-5	3.5e-7	161000	74307.6923077	48300	1.16666666667e-4	5.38461538462e-5	3.5e-5	2020-02-04	3570	64	NA	NA	NA	NA
Japan	22	0	1	NA	1.7e-7	0	110	44	27.5	8.5e-7	3.4e-7	2.125e-7	2020-02-04	2	0	NA	NA	NA	NA
Sri Lanka	1	0	0	NA	5e-8	0	5	2	1.25	2.5e-7	1e-7	6.25e-8	2020-02-04	0	0	NA	NA	NA	NA
Thailand	25	0	5	NA	3.6e-7	0	125	50	31.25	1.8e-6	7.2e-7	4.5e-7	2020-02-04	6	0	NA	NA	NA	NA
South Korea	16	0	0	NA	3.1e-7	0	80	32	20	1.55e-6	6.2e-7	3.875e-7	2020-02-04	1	0	NA	NA	NA	NA
Taiwan	11	0	0	NA	4.6e-7	0	55	22	13.75	2.3e-6	9.2e-7	5.75e-7	2020-02-04	1	0	NA	NA	NA	NA
Italy	2	0	0	NA	3e-8	0	10	4	2.5	1.5e-7	6e-8	3.75e-8	2020-02-05	0	0	NA	NA	NA	NA
Finland	1	0	0	NA	1.8e-7	0	5	2	1.25	9e-7	3.6e-7	2.25e-7	2020-02-05	0	0	NA	NA	NA	NA
France	6	0	0	NA	9e-8	0	30	12	7.5	4.5e-7	1.8e-7	1.125e-7	2020-02-05	0	0	NA	NA	NA	NA
United Kingdom	0	0	0	NA	0	0	0	0	0	0	0	0	2020-02-05	0	0	NA	NA	NA	NA
Sweden	1	0	0	NA	1e-7	0	5	2	1.25	5e-7	2e-7	1.25e-7	2020-02-05	0	0	NA	NA	NA	NA
Germany	12	0	0	NA	1.4e-7	0	60	24	15	7e-7	2.8e-7	1.75e-7	2020-02-05	0	0	NA	NA	NA	NA
Belgium	1	0	0	NA	9e-8	0	5	2	1.25	4.5e-7	1.8e-7	1.125e-7	2020-02-05	0	0	NA	NA	NA	NA
Russia	2	0	0	NA	1e-8	0	10	4	2.5	5e-8	2e-8	1.25e-8	2020-02-05	0	0	NA	NA	NA	NA
Spain	1	0	0	NA	2e-8	0	5	2	1.25	1e-7	4e-8	2.5e-8	2020-02-05	0	0	NA	NA	NA	NA
Canada	3	0	0	NA	8e-8	0	15	6	3.75	4e-7	1.6e-7	1e-7	2020-02-05	0	0	NA	NA	NA	NA
United States of America	7	0	0	NA	2e-8	0	35	14	8.75	1e-7	4e-8	2.5e-8	2020-02-05	0	0	NA	NA	NA	NA
Australia	9	0	2	NA	3.6e-7	0	45	18	11.25	1.8e-6	7.2e-7	4.5e-7	2020-02-05	0	0	NA	NA	NA	NA
Singapore	28	0	0	NA	4.97e-6	0	140	56	35	2.485e-5	9.94e-6	6.2125e-6	2020-02-05	4	0	NA	NA	NA	NA
United Arab Emirates	5	0	0	NA	5.2e-7	0	25	10	6.25	2.6e-6	1.04e-6	6.5e-7	2020-02-05	0	0	NA	NA	NA	NA
Philippines	2	1	0	NA	2e-8	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	2020-02-05	0	0	NA	NA	NA	NA
Nepal	1	0	0	NA	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	2020-02-05	0	0	NA	NA	NA	NA
India	3	0	0	NA	0	0	15	6	3.75	0	0	0	2020-02-05	0	0	NA	NA	NA	NA
Cambodia	1	0	0	NA	6e-8	0	5	2	1.25	3e-7	1.2e-7	7.5e-8	2020-02-05	0	0	NA	NA	NA	NA
Malaysia	12	0	0	NA	3.8e-7	0	60	24	15	1.9e-6	7.6e-7	4.75e-7	2020-02-05	2	0	NA	NA	NA	NA
Vietnam	8	0	1	NA	8e-8	0	40	16	10	4e-7	1.6e-7	1e-7	2020-02-05	0	0	NA	NA	NA	NA
China	23447	555	893	NA	1.684e-5	4e-7	185000	85384.6153846	55500	1.33333333333e-4	6.15384615385e-5	4e-5	2020-02-05	3357	72	NA	NA	NA	NA
Japan	22	0	1	NA	1.7e-7	0	110	44	27.5	8.5e-7	3.4e-7	2.125e-7	2020-02-05	0	0	NA	NA	NA	NA
Sri Lanka	1	0	0	NA	5e-8	0	5	2	1.25	2.5e-7	1e-7	6.25e-8	2020-02-05	0	0	NA	NA	NA	NA
Thailand	25	0	5	NA	3.6e-7	0	125	50	31.25	1.8e-6	7.2e-7	4.5e-7	2020-02-05	0	0	NA	NA	NA	NA
South Korea	19	0	0	NA	3.7e-7	0	95	38	23.75	1.85e-6	7.4e-7	4.625e-7	2020-02-05	3	0	NA	NA	NA	NA
Taiwan	11	0	0	NA	4.6e-7	0	55	22	13.75	2.3e-6	9.2e-7	5.75e-7	2020-02-05	0	0	NA	NA	NA	NA
Italy	2	0	0	NA	3e-8	0	10	4	2.5	1.5e-7	6e-8	3.75e-8	2020-02-06	0	0	NA	NA	NA	NA
Finland	1	0	0	NA	1.8e-7	0	5	2	1.25	9e-7	3.6e-7	2.25e-7	2020-02-06	0	0	NA	NA	NA	NA
France	6	0	0	NA	9e-8	0	30	12	7.5	4.5e-7	1.8e-7	1.125e-7	2020-02-06	0	0	NA	NA	NA	NA
United Kingdom	0	0	0	NA	0	0	0	0	0	0	0	0	2020-02-06	0	0	NA	NA	NA	NA
Sweden	1	0	0	NA	1e-7	0	5	2	1.25	5e-7	2e-7	1.25e-7	2020-02-06	0	0	NA	NA	NA	NA
Germany	12	0	0	NA	1.4e-7	0	60	24	15	7e-7	2.8e-7	1.75e-7	2020-02-06	0	0	NA	NA	NA	NA
Belgium	1	0	0	NA	9e-8	0	5	2	1.25	4.5e-7	1.8e-7	1.125e-7	2020-02-06	0	0	NA	NA	NA	NA
Russia	2	0	0	NA	1e-8	0	10	4	2.5	5e-8	2e-8	1.25e-8	2020-02-06	0	0	NA	NA	NA	NA
Spain	1	0	0	NA	2e-8	0	5	2	1.25	1e-7	4e-8	2.5e-8	2020-02-06	0	0	NA	NA	NA	NA
Canada	3	0	0	NA	8e-8	0	15	6	3.75	4e-7	1.6e-7	1e-7	2020-02-06	0	0	NA	NA	NA	NA
United States of America	7	0	0	NA	2e-8	0	35	14	8.75	1e-7	4e-8	2.5e-8	2020-02-06	0	0	NA	NA	NA	NA
Australia	10	0	2	NA	4e-7	0	50	20	12.5	2e-6	8e-7	5e-7	2020-02-06	1	0	NA	NA	NA	NA
Singapore	28	0	0	NA	4.97e-6	0	140	56	35	2.485e-5	9.94e-6	6.2125e-6	2020-02-06	0	0	NA	NA	NA	NA
United Arab Emirates	5	0	0	NA	5.2e-7	0	25	10	6.25	2.6e-6	1.04e-6	6.5e-7	2020-02-06	0	0	NA	NA	NA	NA
Philippines	2	1	0	NA	2e-8	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	2020-02-06	0	0	NA	NA	NA	NA
Nepal	1	0	0	NA	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	2020-02-06	0	0	NA	NA	NA	NA
India	3	0	0	NA	0	0	15	6	3.75	0	0	0	2020-02-06	0	0	NA	NA	NA	NA
Cambodia	1	0	0	NA	6e-8	0	5	2	1.25	3e-7	1.2e-7	7.5e-8	2020-02-06	0	0	NA	NA	NA	NA
Malaysia	12	0	0	NA	3.8e-7	0	60	24	15	1.9e-6	7.6e-7	4.75e-7	2020-02-06	0	0	NA	NA	NA	NA
Vietnam	10	0	1	NA	1e-7	0	50	20	12.5	5e-7	2e-7	1.25e-7	2020-02-06	2	0	NA	NA	NA	NA
China	26211	622	1180	NA	1.882e-5	4.5e-7	207333.333333	95692.3076923	62200	1.5e-4	6.92307692308e-5	4.5e-5	2020-02-06	2764	67	NA	NA	NA	NA
Thailand	25	0	5	NA	3.6e-7	0	125	50	31.25	1.8e-6	7.2e-7	4.5e-7	2020-02-06	0	0	NA	NA	NA	NA
Sri Lanka	1	0	0	NA	5e-8	0	5	2	1.25	2.5e-7	1e-7	6.25e-8	2020-02-06	0	0	NA	NA	NA	NA
Japan	45	0	1	NA	3.6e-7	0	225	90	56.25	1.8e-6	7.2e-7	4.5e-7	2020-02-06	23	0	NA	NA	NA	NA
Taiwan	16	0	1	NA	6.7e-7	0	80	32	20	3.35e-6	1.34e-6	8.375e-7	2020-02-06	5	0	NA	NA	NA	NA
South Korea	23	0	0	NA	4.5e-7	0	115	46	28.75	2.25e-6	9e-7	5.625e-7	2020-02-06	4	0	NA	NA	NA	NA
Italy	3	0	0	NA	5e-8	0	15	6	3.75	2.5e-7	1e-7	6.25e-8	2020-02-07	1	0	NA	NA	NA	NA
Finland	1	0	0	NA	1.8e-7	0	5	2	1.25	9e-7	3.6e-7	2.25e-7	2020-02-07	0	0	NA	NA	NA	NA
France	6	0	0	NA	9e-8	0	30	12	7.5	4.5e-7	1.8e-7	1.125e-7	2020-02-07	0	0	NA	NA	NA	NA
United Kingdom	0	0	0	NA	0	0	0	0	0	0	0	0	2020-02-07	0	0	NA	NA	NA	NA
Sweden	1	0	0	NA	1e-7	0	5	2	1.25	5e-7	2e-7	1.25e-7	2020-02-07	0	0	NA	NA	NA	NA
Germany	13	0	0	NA	1.6e-7	0	65	26	16.25	8e-7	3.2e-7	2e-7	2020-02-07	1	0	NA	NA	NA	NA
Belgium	1	0	0	NA	9e-8	0	5	2	1.25	4.5e-7	1.8e-7	1.125e-7	2020-02-07	0	0	NA	NA	NA	NA
Russia	2	0	0	NA	1e-8	0	10	4	2.5	5e-8	2e-8	1.25e-8	2020-02-07	0	0	NA	NA	NA	NA
Spain	1	0	0	NA	2e-8	0	5	2	1.25	1e-7	4e-8	2.5e-8	2020-02-07	0	0	NA	NA	NA	NA
Canada	7	0	0	NA	1.9e-7	0	35	14	8.75	9.5e-7	3.8e-7	2.375e-7	2020-02-07	4	0	NA	NA	NA	NA
United States of America	7	0	0	NA	2e-8	0	35	14	8.75	1e-7	4e-8	2.5e-8	2020-02-07	0	0	NA	NA	NA	NA
Australia	11	0	2	NA	4.4e-7	0	55	22	13.75	2.2e-6	8.8e-7	5.5e-7	2020-02-07	1	0	NA	NA	NA	NA
Singapore	30	0	0	NA	5.32e-6	0	150	60	37.5	2.66e-5	1.064e-5	6.65e-6	2020-02-07	2	0	NA	NA	NA	NA
United Arab Emirates	5	0	0	NA	5.2e-7	0	25	10	6.25	2.6e-6	1.04e-6	6.5e-7	2020-02-07	0	0	NA	NA	NA	NA
Philippines	3	1	0	NA	3e-8	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	2020-02-07	1	0	NA	NA	NA	NA
Nepal	1	0	0	NA	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	2020-02-07	0	0	NA	NA	NA	NA
India	3	0	0	NA	0	0	15	6	3.75	0	0	0	2020-02-07	0	0	NA	NA	NA	NA
Cambodia	1	0	0	NA	6e-8	0	5	2	1.25	3e-7	1.2e-7	7.5e-8	2020-02-07	0	0	NA	NA	NA	NA
Malaysia	12	0	1	NA	3.8e-7	0	60	24	15	1.9e-6	7.6e-7	4.75e-7	2020-02-07	0	0	NA	NA	NA	NA
Vietnam	10	0	1	NA	1e-7	0	50	20	12.5	5e-7	2e-7	1.25e-7	2020-02-07	0	0	NA	NA	NA	NA
China	29350	705	1580	NA	2.107e-5	5.1e-7	235000	108461.538462	70500	1.7e-4	7.84615384615e-5	5.1e-5	2020-02-07	3139	83	NA	NA	NA	NA
Thailand	25	0	5	NA	3.6e-7	0	125	50	31.25	1.8e-6	7.2e-7	4.5e-7	2020-02-07	0	0	NA	NA	NA	NA
Sri Lanka	1	0	0	NA	5e-8	0	5	2	1.25	2.5e-7	1e-7	6.25e-8	2020-02-07	0	0	NA	NA	NA	NA
Japan	25	0	1	NA	2e-7	0	125	50	31.25	1e-6	4e-7	2.5e-7	2020-02-07	0	0	NA	NA	NA	NA
Taiwan	16	0	1	NA	6.7e-7	0	80	32	20	3.35e-6	1.34e-6	8.375e-7	2020-02-07	0	0	NA	NA	NA	NA
South Korea	24	0	1	NA	4.6e-7	0	120	48	30	2.3e-6	9.2e-7	5.75e-7	2020-02-07	1	0	NA	NA	NA	NA
Italy	3	0	0	NA	5e-8	0	15	6	3.75	2.5e-7	1e-7	6.25e-8	2020-02-08	0	0	NA	NA	NA	NA
Finland	1	0	0	NA	1.8e-7	0	5	2	1.25	9e-7	3.6e-7	2.25e-7	2020-02-08	0	0	NA	NA	NA	NA
France	11	0	0	NA	1.6e-7	0	55	22	13.75	8e-7	3.2e-7	2e-7	2020-02-08	5	0	NA	NA	NA	NA
United Kingdom	0	0	0	NA	0	0	0	0	0	0	0	0	2020-02-08	0	0	NA	NA	NA	NA
Sweden	1	0	0	NA	1e-7	0	5	2	1.25	5e-7	2e-7	1.25e-7	2020-02-08	0	0	NA	NA	NA	NA
Germany	13	0	0	NA	1.6e-7	0	65	26	16.25	8e-7	3.2e-7	2e-7	2020-02-08	0	0	NA	NA	NA	NA
Belgium	1	0	0	NA	9e-8	0	5	2	1.25	4.5e-7	1.8e-7	1.125e-7	2020-02-08	0	0	NA	NA	NA	NA
Russia	2	0	0	NA	1e-8	0	10	4	2.5	5e-8	2e-8	1.25e-8	2020-02-08	0	0	NA	NA	NA	NA
Spain	1	0	0	NA	2e-8	0	5	2	1.25	1e-7	4e-8	2.5e-8	2020-02-08	0	0	NA	NA	NA	NA
Canada	7	0	0	NA	1.9e-7	0	35	14	8.75	9.5e-7	3.8e-7	2.375e-7	2020-02-08	0	0	NA	NA	NA	NA
United States of America	7	0	0	NA	2e-8	0	35	14	8.75	1e-7	4e-8	2.5e-8	2020-02-08	0	0	NA	NA	NA	NA
Australia	11	0	0	NA	4.4e-7	0	55	22	13.75	2.2e-6	8.8e-7	5.5e-7	2020-02-08	0	0	NA	NA	NA	NA
Singapore	33	0	2	NA	5.85e-6	0	165	66	41.25	2.925e-5	1.17e-5	7.3125e-6	2020-02-08	3	0	NA	NA	NA	NA
United Arab Emirates	7	0	0	NA	7.3e-7	0	35	14	8.75	3.65e-6	1.46e-6	9.125e-7	2020-02-08	2	0	NA	NA	NA	NA
Philippines	3	1	0	NA	3e-8	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	2020-02-08	0	0	NA	NA	NA	NA
Nepal	1	0	0	NA	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	2020-02-08	0	0	NA	NA	NA	NA
India	3	0	0	NA	0	0	15	6	3.75	0	0	0	2020-02-08	0	0	NA	NA	NA	NA
Cambodia	1	0	0	NA	6e-8	0	5	2	1.25	3e-7	1.2e-7	7.5e-8	2020-02-08	0	0	NA	NA	NA	NA
Malaysia	16	0	1	NA	5.1e-7	0	80	32	20	2.55e-6	1.02e-6	6.375e-7	2020-02-08	4	0	NA	NA	NA	NA
Vietnam	13	0	1	NA	1.4e-7	0	65	26	16.25	7e-7	2.8e-7	1.75e-7	2020-02-08	3	0	NA	NA	NA	NA
China	31740	792	2047	NA	2.279e-5	5.7e-7	264000	121846.153846	79200	1.9e-4	8.76923076923e-5	5.7e-5	2020-02-08	2390	87	NA	NA	NA	NA
Japan	25	0	1	NA	2e-7	0	125	50	31.25	1e-6	4e-7	2.5e-7	2020-02-08	0	0	NA	NA	NA	NA
Sri Lanka	1	0	1	NA	5e-8	0	5	2	1.25	2.5e-7	1e-7	6.25e-8	2020-02-08	0	0	NA	NA	NA	NA
Thailand	32	0	10	NA	4.6e-7	0	160	64	40	2.3e-6	9.2e-7	5.75e-7	2020-02-08	7	0	NA	NA	NA	NA
South Korea	24	0	1	NA	4.6e-7	0	120	48	30	2.3e-6	9.2e-7	5.75e-7	2020-02-08	0	0	NA	NA	NA	NA
Taiwan	17	0	1	NA	7.1e-7	0	85	34	21.25	3.55e-6	1.42e-6	8.875e-7	2020-02-08	1	0	NA	NA	NA	NA
Italy	3	0	0	NA	5e-8	0	15	6	3.75	2.5e-7	1e-7	6.25e-8	2020-02-09	0	0	NA	NA	NA	NA
Finland	1	0	0	NA	1.8e-7	0	5	2	1.25	9e-7	3.6e-7	2.25e-7	2020-02-09	0	0	NA	NA	NA	NA
France	11	0	0	NA	1.6e-7	0	55	22	13.75	8e-7	3.2e-7	2e-7	2020-02-09	0	0	NA	NA	NA	NA
United Kingdom	0	0	0	NA	0	0	0	0	0	0	0	0	2020-02-09	0	0	NA	NA	NA	NA
Sweden	1	0	0	NA	1e-7	0	5	2	1.25	5e-7	2e-7	1.25e-7	2020-02-09	0	0	NA	NA	NA	NA
Germany	14	0	0	NA	1.7e-7	0	70	28	17.5	8.5e-7	3.4e-7	2.125e-7	2020-02-09	1	0	NA	NA	NA	NA
Belgium	1	0	0	NA	9e-8	0	5	2	1.25	4.5e-7	1.8e-7	1.125e-7	2020-02-09	0	0	NA	NA	NA	NA
Russia	2	0	0	NA	1e-8	0	10	4	2.5	5e-8	2e-8	1.25e-8	2020-02-09	0	0	NA	NA	NA	NA
Spain	2	0	0	NA	4e-8	0	10	4	2.5	2e-7	8e-8	5e-8	2020-02-09	1	0	NA	NA	NA	NA
Canada	7	0	0	NA	1.9e-7	0	35	14	8.75	9.5e-7	3.8e-7	2.375e-7	2020-02-09	0	0	NA	NA	NA	NA
United States of America	7	0	3	NA	2e-8	0	35	14	8.75	1e-7	4e-8	2.5e-8	2020-02-09	0	0	NA	NA	NA	NA
Diamond Princess	64	0	0	NA	NA	NA	320	128	80	NA	NA	NA	2020-02-09	NA	NA	NA	NA	NA	NA
Australia	11	0	0	NA	4.4e-7	0	55	22	13.75	2.2e-6	8.8e-7	5.5e-7	2020-02-09	0	0	NA	NA	NA	NA
Singapore	40	0	2	NA	7.09e-6	0	200	80	50	3.545e-5	1.418e-5	8.8625e-6	2020-02-09	7	0	NA	NA	NA	NA
United Arab Emirates	7	0	0	NA	7.3e-7	0	35	14	8.75	3.65e-6	1.46e-6	9.125e-7	2020-02-09	0	0	NA	NA	NA	NA
